,movie_title,movie_info,date,genres,content_rating,directors,writers,actors,tomatometer_rating,IMDB_rating,twit_mean_rating,Poster,streaming
21,3 Days To Kill,"Facing a terminal disease, spy Ethan Renner (Kevin Costner) has decided to give up his dangerous, high-stakes life in order to rebuild his relationship with his estranged wife and daughter (Hailee Steinfeld), whom he previously pushed away to keep them out of harm's way. However, in exchange for a potentially lifesaving drug, he must complete one final mission: apprehend one of the world's most ruthless terrorists while looking after his teenage offspring in her mother's absence.",2014,Mystery & Suspense,PG-13,McG,"Luc Besson, Adi Hasak","Kevin Costner, Hailee Steinfeld, Amber Heard, Connie Nielsen, Eriq Ebounay",2.7,6.2,6.437974683544304,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM0MjE0Nzg1N15BMl5BanBnXkFtZTgwODA4ODE4MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
22,30 Days of Night,"In the far Northern Hemisphere, the small town of Barrow, Alaska, experiences a solid month of darkness every year. Though most of the residents head south for the winter, some townspeople remain behind. However, those that stay regret their decision when, one year, hungry vampires descend on Barrow to feed. Sheriff Eben (Josh Hartnett), his wife (Melissa George) and a dwindling band of survivors must try to last until dawn breaks over Barrow's monthlong twilight.",2007,"Horror, Mystery & Suspense",R,David Slade,"Brian Nelson, David Slade, Steve Niles, Stuart Beattie","Josh Hartnett, Melissa George, Danny Huston, Ben Foster, Mark Rendall, Amber Sainsbury, Megan Franich, Manu Bennett, Joel Tobeck, Elizabeth Hawthorne, Nathaniel Lees, Craig Hall, Chic Littlewood, Mark Boone Jr., Min Windle, Peter Feeney, Camille Keenan, Jack Walley, Elisabeth McRae, Andrew Stehlin",5.1,6.6,7.101694915254237,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MDE5ODIxMF5BMl5BanBnXkFtZTcwMjMyMTU1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
23,47 Meters Down,"Young sisters Kate and Lisa and travel to Mexico for a vacation filled with sun, fun and adventure. Lisa needs some extra persuasion when Kate suggests that they go diving in shark-infested waters. Safe in their protective cage, the thrill-seeking siblings come face to face with a group of majestic great whites. Their worst fears soon become a reality when the cage breaks away from their boat, sending them plummeting to the ocean floor with a dwindling supply of oxygen.",2017,Mystery & Suspense,PG-13,Johannes Roberts,"Johannes Roberts, Ernest Riera","Claire Holt, Yani Gellman, Matthew Modine, Santiago Segura, Chris J. Johnson, Axel Mansilla",5.3,5.6,5.857142857142857,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjZlZDk2ODUtYzMyZS00NjhmLWJkNDMtYmU0N2YzNTRiYWM5XkEyXkFqcGdeQXVyNjkwMzU3NDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
24,5 Flights Up,A husband (Morgan Freeman) and wife (Diane Keaton) spend a hectic weekend pondering the sale of the apartment they've shared for more than 40 years.,2014,Drama,PG-13,Richard Loncraine,Charlie Peters,"Morgan Freeman, Diane Keaton, Cynthia Nixon, Alysia Reiner, Carrie Preston, Claire van der Boom, Korey Jackson, Michael Cristofer, Diana Ciesla, Josh Pais, Maddie Corman, Miriam Shor, Gary Wilmes, Liza J. Bennett, Ted Sod, Sterling Jerins, Ilana Levine, Maury Ginsberg",4.6,6.2,6.48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MzU3MzgwN15BMl5BanBnXkFtZTgwNjM2NDQ3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
25,5 to 7,A young writer (Anton Yelchin) begins an affair with an older woman (Bérénice Marlohe) from France whose open marriage to a diplomat (Lambert Wilson) dictates that they can meet only between the hours of 5 p.m. to 7 p.m.,2014,"Comedy, Romance",R,Victor Levin,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Glenn Close, Eric Stoltz, Frank Langella, Victor Levin, Bonnie Curtis, Lynzi Grant, Sam Englebardt, Justin M. Davey, William D. Johnson, Julie Lynn, Ken Ishii, Benjamin Castellano-Wood, Theresa Castellano-Wood, David Greathouse, Ruth Mutch",7.0,7.1,7.275,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4Mzg3ODQ4M15BMl5BanBnXkFtZTgwMjA3NjE1NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
26,50 First Dates,"Playboy vet Henry sets his heart on romancing Lucy, but she has short-term memory loss; she can't remember anything that happened the day before. So every morning, Henry has to woo her again. Her friends and family are very protective, and Henry must convince them that he's in it for love.",2004,Comedy,PG-13,Peter Segal,George Wing,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Blake Clark, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Maya Rudolph, Nephi Pomaikai Brown, Joe Nakashima, Jonathan Loughran, Peter Dante, Dom Magwili, Wayne Federman, J.D. Donaruma, Kent Avenido, Sharon Omi, Glen Chin, Aukuso Gus Puluti Sr., Christian Guiterrez, Kylie Moore, James Lee, Keali'i Olmos, Tache Uesugi, Lynn Collins, Esmond Chung, Kristin Bauer van Straten, Ishtar Uhvana, Brenda Vivian, Chantell D. Christopher, Shenika Williams, Nectar Rose, Jackie Titone, Yan Lin, Nicola Hersh, Virginia Reece, Melissa Lawner, Katheryn Winnick, David Suapaia, Julianne Morris, Peter Chen, Marguerite Cazin, Michael K. Osborn, Kevin James, Denise Bee, Albert Chi, Brian L. Keaulana",4.5,6.8,6.871428571428571,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
27,50/50,"Adam Lerner (Joseph Gordon-Levitt) has always tried to take good care of his health, so it comes as a cruel surprise when he learns that he has malignant tumors along his spine. His doctor gives him a 50/50 chance of survival, but Adam tries to remain upbeat, though his mother (Anjelica Huston) and his friend Kyle (Seth Rogen), react badly to the news. Adam starts seeing a therapist (Anna Kendrick), but their relationship threatens to cross the boundary between doctor and patient.",1977,"Comedy, Drama",R,Jonathan Levine,Will Reiser,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Donna Yamamoto, Sugar Lyn Beard, Sarah Smyth, Peter Kelamis, Jessica Parker Kennedy, Daniel Bacon, P. Lynn Johnson, Laura Bertram, Matty Finochio, Luisa D'Oliveira, Veena Sood, Jason Vaisvila, Brent Sheppard, Marie Avgeropoulos, Adrian McMorran, Stephanie Belding, Andrea Brooks, Ryan W. Smith, Karen Van Blankenstin, William 'Bigsleeps' Stewart, Bonnie Bollivar, Yee Jee Tso, Beatrice Ilg, Chilton Crane, Amitai Marmorstein, Lauren Miller, Will Reiser, Richard C. Burton, Neil Corbett, Christopher De Schuster, Karolina Sabat, Susan McLellan",9.3,7.9,7.73394495412844,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
28,6 Years,A young couple begins to unravel when unexpected opportunities lead them down a volatile and violent path.,2015,"Drama, Romance",NR,Hannah Fidell,Hannah Fidell,"Ben Rosenfield (II), Joshua Leonard, Lindsay Burdge, Peter Vack, Taissa Farmiga, Jennifer LaFleur, Dana Wheeler-Nicholson, Molly McMichael, Jason Newman, Alysia Lucas, Dillon Cavitt, Elizabeth Lestina, Nichole Worrell, Corby Sullivan, Scott Colquitt, Nathan Zellner, Jess Williamson, Cody Haltom, Ben Sklar, Matthew Genitempo, Haroula Rose, Mike Tully",6.9,5.6,4.823529411764706,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTMwMDMzMF5BMl5BanBnXkFtZTgwNDc4MjUzNjE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
29,9,"When 9 (Elijah Wood) springs to life, it finds itself in a post-apocalyptic world where humans no longer exist, and the only signs of life are sentient rag dolls like itself and the machines that hunt them. Though it is the youngest of the group, 9 convinces comrades that the only way to survive against the machines is to stop hiding, go on the offensive, and find out why the machines want to destroy them. As 9 and the group learn, civilization hinges on their success or failure.",1996,"Action & Adventure, Animation, Drama, Science Fiction & Fantasy",PG-13,Shane Acker,Pamela Pettler,"Elijah Wood, Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover, Jennifer Connelly, Fred Tatasciore, Alan Oppenheimer, Tom Kane, Helen Wilson",5.7,6.2,6.946428571428571,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2ODE1MTgxMV5BMl5BanBnXkFtZTcwNTM1NTM2Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
30,9/11,"On the morning of 9/11, a messenger sings ""Happy Birthday"" to his daughter, a billionaire argues with his wife in a divorce hearing, a maintenance man begins his day, and a young Russian decides she's breaking up with her sugar daddy. When the first plane hits the World Trade Center, these five elevator passengers find themselves trapped. Forced to band together, they fight against all odds to escape before the imminent and inevitable collapse occurs.",1991,Drama,R,Martin Guigui,"Martin Guigui, Steven James Golebiowski","Charlie Sheen, Whoopi Goldberg, Luis Guzman, Gina Gershon, Wood Harris, Jacqueline Bisset, Olga Fonda, Bruce Davison, Ian Fisher (II)",1.1,6.2,5.75,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMzUyNzYzNV5BMl5BanBnXkFtZTcwMTk2NzEyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",Hulu
31,A Beginner's Guide To Endings,"Three brothers (Scott Caan, Paulo Costanzo, Jason Jones) try to reverse a lifetime of mistakes before their time is up.",2010,"Comedy, Drama",R,Jonathan Sobol,Jonathan Sobol,"Harvey Keitel, Scott Caan, Jason Jones, Paulo Costanzo, J.K. Simmons, Tricia Helfer, Jared Keeso, Siam Yu, Wendy Crewson, Allison Graham, Stephen McHattie, Horace Abel, Horace Fox, Rufus Crawford, James Preston Rogers, Richard Blackburn, Jesse Bostick",3.3,6.3,7.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NjkyMTUwM15BMl5BanBnXkFtZTcwNjg5NDMzOA@@._V1_UY268_CR2,0,182,268_AL_.jpg",Amazon Prime
32,A Boy Named Charlie Brown,"When Charlie Brown (Peter Robbins) enters the school spelling bee, the perpetually crabby Lucy (Pamelyn Ferdin) predicts his humiliation. But with the help of his best friend, Linus (Glenn Gilger), and faithful dog, Snoopy (Bill Melendez), Charlie Brown not only wins the spelling bee, he's chosen to attend the national spelling bee in New York City, leading to many misadventures in the big city. This is the first animated feature based on Charles Schulz's comic strip, ""Peanuts.""",1969,"Animation, Kids & Family",G,Bill Melendez,Charles M. Schulz,"Peter Robbins, Pamelyn Ferdin, Glenn Gilger, Andy Pforsich, Sally Dryer, Hilary Momberger, Anne Altieri, Erin Sullivan, Linda Mendelson, Christopher DeFaria, David Carey, Guy Pforsich, Bill Melendez",9.5,7.3,6.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzdlNjA2ODQtNTM2Mi00NWY5LTlkZjItMzY2YzhlZjcxMWI1XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY268_CR9,0,182,268_AL_.jpg",Hulu
33,A Bridge Too Far,"Late in 1944, the Allies seem to have the upper hand in the European land war. A combined British and American paratrooper force, led by American general Gavin and British general Urquhart (Sean Connery), plans to take a highway leading from the Netherlands into Germany, so that British ground troops led by Lieutenant General Horrocks (Edward Fox) and Lieutenant Colonel Vandeleur (Michael Caine) can enter enemy territory. But the Allies soon learn that they may be overconfident.",1977,"Action & Adventure, Drama",PG,"Sidney Hayers, Richard Attenborough",William Goldman,"Dirk Bogarde, James Caan, Sean Connery, Michael Caine, Edward Fox, Elliott Gould, Gene Hackman, Anthony Hopkins, Hardy Krüger, Laurence Olivier, Ryan O'Neal, Robert Redford, Maximilian Schell, Liv Ullmann, Denholm Elliott, Arthur Hill, Wolfgang Preiss, Siem Vroom, Eric Vant Wout, Mary Smithuysen, Marlies van Alcmaer, Nicholas Campbell, Christopher Good, Keith Drinkel, Hans von Borsody, Peter Faber, Paul Maxwell, Ben Cross, Walter Kohut, Hartmut Becker, Frank Grimes, Jeremy Kemp, Donald Pickering, Donald Douglas, Michael Byrne, Paul Copley, Gerald Sim, Harry Ditson, Erik Chitty, Brian Hawksley, Alun Armstrong, Anthony Milner, Barry McCarthy, Lex van Delden, Michael Wolf, Sean Mathias, Ray Jewers, Fred Williams, John Judd, Hilary Minster, David English, Ben Howard, Michael Graham Cox, Peter Gordon, Garrick Hagon, Neil Kennedy, John Salthouse, John Hackett, Stanley Lebor, Jack Galloway, Milton Cadman, David Auker, Richard Kane, Toby Salaman, John Morton, John Ratzenberger, Patrick Ryecart, Ian Liston, George Innes, John Stride, Niall Padden, Simon Chandler, Shaun Curry, Chris Williams, Stephen Churchett, Jon Croft, Patrick Dickson, Frank Jarvis, Edward McDermott, James Snell, David Stockton, Jason White, Jack McKenzie, Peter Settelen, Hardy Kurger",6.4,7.4,8.64,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNjg0MzQyM15BMl5BanBnXkFtZTcwMjY0NjAzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
34,A Bucket of Blood,"Nerdy Walter Paisley (Dick Miller), a maladroit busboy at a beatnik café who doesn't fit in with the cool scene around him, attempts to woo his beautiful co-worker, Carla (Barboura Morris), by making a bust of her. When his klutziness results in the death of his landlady's cat, he panics and hides its body under a layer of plaster. But when Carla and her friends enthuse over the resulting artwork, Walter decides to create some bigger and more elaborate pieces using the same artistic process.",1959,"Comedy, Horror, Mystery & Suspense",NR,Roger Corman,Charles B. Griffith,"Dick Miller, Barboura Morris, Anthony Carbone, Ed Nelson, Julian Burton, John Brinkley, John Herman Shaner, Judy Bamber, Myrtle Vail, Myrtle Domerel, Bert Convy, Jhean Burton, Jean Burton, Alex Gottlieb, Bruno Ve Sota",7.1,6.7,7.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTYwOTI3OF5BMl5BanBnXkFtZTcwNDQ3NDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg","Amazon Prime, Amazon Prime"
35,A Bug's Life,"Flik (Dave Foley) is an inventive ant who's always messing things up for his colony. His latest mishap was destroying the food stores that were supposed to be used to pay off grasshopper Hopper (Kevin Spacey). Now the strong-arming insect is demanding that the ants gather double the food -- or face annihilation. To avert disaster, Flik goes on a journey to recruit fighters to defend the colony. When he meets a band of high-flying circus insects, he thinks he's found his salvation.",1998,"Animation, Kids & Family, Science Fiction & Fantasy",G,"John Lasseter, Andrew Stanton","Andrew Stanton, Don McEnery, Bob Shaw, Donald McEnery","Kevin Spacey, Dave Foley, Julia Louis-Dreyfus, Richard Kind, Phyllis Diller, Denis Leary, Madeline Kahn, Hayden Panettiere, David Hyde Pierce, Joe Ranft, Jonathan Harris, Bonnie Hunt, John Ratzenberger, Michael McShane, Brad Garrett, Roddy McDowall, Edie McClurg, Alex Rocco, David Ossman, Kelsey Mulrooney, Christina Milian, Ashley Tisdale",9.2,7.2,7.78125,"https://images-na.ssl-images-amazon.com/images/M/MV5BNThmZGY4NzgtMTM4OC00NzNkLWEwNmEtMjdhMGY5YTc1NDE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Disney Plus
36,A Chorus Line,"Hundreds of hopefuls congregate at a cattle call for Broadway dancers. A sour director, Zach (Michael Douglas), and his brusque assistant (Terrence Mann) whittle down the ranks until they're left with 16 dancers. All tell their life stories -- some tragic, some comic -- and explain their love of dance. Tension mounts when Cassie (Alyson Reed) -- once both a big star and the director's lover but now desperate for a part -- auditions. But Zach must choose only the best for his show.",1985,"Comedy, Drama, Musical & Performing Arts",PG-13,Richard Attenborough,Arnold Schulman,"Michael Douglas, Terrence Mann, Alyson Reed, Cameron English, Michael Blevins, Yamil Borges, Sharon Brown, Gregg Burge, Nicole Fosse, Vicki Frederick, Tony Dean Fields, Jan Gan Boyd, Michelle Johnston, Janet Jones, Pam Klinger, Audrey Landers, Charles McGowan, Justin Ross, Blane Savage, Matt West, Pat McNamara, Sammy Smith, Jeffrey Cornell, Timothy Scott, Richard de Fabees, Bambi Jordan, Mansoor Najeeullah, Peter Fitzgerald, Julie Hughes, John Hammil, Jack Lehnert, Jennifer Kent, Gloria Lynch, Gregg Huffman, J. Patrick McNamara, Barry Moss, Karen Prunczik, Melissa Randel, Brooke Smith, Ralph Burns",4.0,6.2,6.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTIwOTA1NF5BMl5BanBnXkFtZTcwMDg4NzQzNA@@._V1_UY268_CR7,0,182,268_AL_.jpg",Amazon Prime
37,A Cinderella Story,"Sam (Hilary Duff), a teenager in California, is obliged to work as a janitor and dishwasher in the diner of her stepmother (Jennifer Coolidge). After a cell phone mix-up, Sam begins an anonymous text-messaging and e-mail relationship with a boy. They agree to meet at a school dance, but when Sam finds out that her secret pen pal is none other than Austin Ames (Chad Michael Murray), the cutest boy in school, she panics and looks for a way to make herself cooler.",2004,"Comedy, Drama, Kids & Family, Romance",PG,Mark Rosman,Leigh Dunlap,"Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg, Brad Bufanda, JD Pardo, Aimee-Lynn Chadwick, Kady Cole, Hannah Robinson, Josh Prince, Art LaFleur, James Eckhouse, Jonathan Slavin, John Billingsley, Lilli Babb, Carlie Westerman, Mike Randleman, Christie Herring, Lindsay Hollister, Taylor Hoover, Brittany Weber, Darryl Sivad, Rita Maye Bland, Keli Murphy, Alexis Raich, Sabin Rich, Sandra McCoy, Julianne Waters, Karen Elmore, Stella Choe, Jessie Rice-Holiday, Cricket Hamar, Shannon Novak, Oscar Orosco, Emmanuel Lewis, Jason Beitel, Alex Karras, Kato Bonner, Susan Clark, Henry Polic II, Carol Borjas, Reshma Gajjar, Molly Gosline, Hunter Hamilton, Richard Jackson, Trey Knight, Jonathan Ritter, Jenny Seeger, Becca Sweitzer, Pete Anthony",1.2,5.9,7.3125,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_UY268_CR0,0,182,268_AL_.jpg",Netflix
38,A Clockwork Orange,"In an England of the future, Alex (Malcolm McDowell) and his ""Droogs"" spend their nights getting high at the Korova Milkbar before embarking on ""a little of the old ultraviolence,"" while jauntily warbling ""Singin' in the Rain."" After he's jailed for bludgeoning the Cat Lady to death, Alex submits to behavior modification technique to earn his freedom; he's conditioned to abhor violence. Returned to the world defenseless, Alex becomes the victim of his prior victims.",1971,"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy",R,Stanley Kubrick,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Adrienne Corri, Aubrey Morris, Warren Clarke, Michael Bates, John Clive, Carl Duering, Paul Farrell, Clive Francis, Michael Gover, Miriam Karlin, James Marcus, Godfrey Quigley, Sheila Raynor, Madge Ryan, John Savident, Anthony Sharp, Philip Stone, Pauline Taylor, Margaret Tyzack, Steven Berkoff, Lindsay Campbell, Michael Tarn, David Prowse, Jan Adair, Prudence Drage, Vivienne Chandler, John J. Carney, Richard Connaught, Carol Drinkwater, George O'Gorman, Cheryl Grunwald, Gillian Hills, Craig Hunter, Barbara Scott, Virginia Wetherell, Katya Wyeth, Gaye Brown, Peter Burton, Barrie Cookson, Lee Fox, Neil Wilson, Shirley Jaffe",8.8,8.3,8.315926892950392,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
